property_id,subject_id,orderID,structure_type,property_sub_type,prop_type_clean,gla_sqft,bedrooms_main,bedrooms_additional,bedrooms_total,bathrooms_full,bathrooms_half,bathrooms_equivalent,close_price,close_date,address,city,state_province,postal_code,latitude,longitude,lot_size_sqft,year_built,basement_type,main_level_finished_area,levels,heating,cooling,has_missing_bed_data,bedroom_imputation_method,has_missing_bath_data,has_missing_prop_type,prop_type_mapping_method,has_missing_date_data,price_per_sqft,property_age,has_year_built,has_basement,has_cooling,has_lot_size
2238,22,4755196,Condo Apt,Condo Apt,Condominium,499.0,2,0,2,1,0,1.0,290000.0,2025-01-21,Unit 507 - 105 Champagne Ave S,Ottawa,Ontario,K1S 5E5,45.4535,-75.4859,1888.8,,None,,One,Forced Air,Central Air,False,,False,False,condo-indicator,False,581.1623246492986,,False,False,True,False
2239,22,4755196,Link,Link,Semi-Detached,2242.0,3,0,3,3,0,3.0,760000.0,2025-01-21,301 SWEETCLOVER Way,Cumberland,Ontario,K4A 1E5,45.4386,-75.4895,47.0,,"Full, Unfinished",,,Forced Air,Central Air,False,,False,True,medium-large-imputation,False,338.9830508474576,,False,True,True,True
2241,22,4755196,Row Unit,Row Unit,Semi-Detached,1943.0,3,0,3,2,0,2.0,630000.0,2025-01-22,759 CAIRN Crescent,Orleans-Gloucester,Ontario,K1W 0P4,45.4396,-75.5054,3035.0,,"Fully Finished, Full",,Two,Forced Air,Central Air Conditioning,False,,False,True,medium-large-imputation,False,324.2408646423057,,False,True,True,False
2242,22,4755196,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,Townhouse,1824.0,3,0,3,0,0,0.0,600000.0,2025-01-22,346 SWEETFERN Crescent ,Cumberland ,Ontario,K4A 3W5,45.4443,-75.4789,1743.0,,"Full, Unfinished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,328.94736842105266,,False,True,True,True
2243,22,4755196,Freehold Townhouse,Freehold Townhouse,Townhouse,2000.0,3,0,3,3,0,3.0,700994.0,2025-01-23,2282 Descartes St,Cumberland,Ontario,K4A 4E4,45.4566,-75.4628,4425.25,,"Finished, Full",,Two,Forced Air,Central Air,False,,False,False,townhouse-indicator,False,350.497,,False,True,True,True
2245,22,4755196,Freehold Townhouse,Freehold Townhouse,Townhouse,1729.0,3,0,3,3,0,3.0,630000.0,2025-01-24,339 ESTABLISH Ave,Cumberland,Ontario,K4A 0Y4,45.454,-75.4891,1800.0,,"Finished, Full",,Two,Forced Air,Central Air,False,,False,False,townhouse-indicator,False,364.3724696356275,,False,True,True,True
2246,22,4755196,"Stacked, 2 Storey ",Stacked,Condominium,1295.0,2,0,2,0,0,0.0,415000.0,2025-01-24,52 LAKEPOINTE Drive,Cumberland ,Ontario,K4A 3W6,45.4543,-75.4829,1888.8,2005.0,"None (No Basement), None ",,2 Storey ,Forced Air ,Central Air Conditioning ,False,,True,True,medium-characteristics,False,320.4633204633205,20.0,True,True,True,False
2247,22,4755196,Detached,Detached,Detached,2500.0,4,0,4,4,0,4.0,878000.0,2025-01-24,673 AQUAVIEW Dr,Cumberland,Ontario,K4A 4W4,45.4584,-75.4694,5285.04,,"Full, Unfinished",,Two,Forced Air,Central Air,False,,False,False,detached-indicator,False,351.2,,False,True,True,True
2251,22,4755196,"Detached, 2-Storey ",Detached,Detached,2407.0,4,0,4,0,0,0.0,810000.0,2025-01-28,548 CARACOLE Way ,Cumberland ,Ontario,K4A 0A6,45.4535,-75.4653,3870.0,,"Full, Unfinished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,336.5184877440798,,False,True,True,True
2253,22,4755196,Freehold Townhouse,Freehold Townhouse,Townhouse,1750.0,3,0,3,4,0,4.0,614900.0,2025-01-29,229 Willow Aster Circ ,Cumberland ,Ontario,K4A 3T9,45.4405,-75.492,1722.0,10.0,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,townhouse-indicator,False,351.37142857142857,2015.0,True,True,True,True
2254,22,4755196,"Row Unit, 2 Storey, 2 Storey ","Row Unit, 2 Storey",Semi-Detached,2198.0,3,0,3,0,0,0.0,610000.0,2025-01-29,14 GARDENPOST Terrace ,Cumberland ,Ontario,K4A 1G8,45.4414,-75.4911,1935.15,2019.0,"Fully Finished, Full ",,2 Storey ,Forced Air ,Central Air Conditioning ,False,,True,True,medium-large-imputation,False,277.5250227479527,6.0,True,True,True,True
2256,22,4755196,Freehold Townhouse,Freehold Townhouse,Townhouse,1750.0,3,0,3,3,0,3.0,582000.0,2025-01-31,2023 Boisfranc Circ,Cumberland,Ontario,K4A 4Z6,45.4551,-75.4694,1960.0,,"Finished, Full",,Two,Forced Air,Central Air,False,,False,False,townhouse-indicator,False,332.57142857142856,,False,True,True,True
2258,22,4755196,Detached,Detached,Detached,1767.0,2,0,2,3,0,3.0,875000.0,2025-02-01,285 Chinian St,Cumberland,Ontario,K4A 0M3,45.4494,-75.4932,6552.0,,Finished,,One,Forced Air,Central Air,False,,False,False,detached-indicator,False,495.1895868704018,,False,True,True,True
2259,22,4755196,Detached,Detached,Detached,3238.0,4,0,4,5,0,5.0,1191000.0,2025-02-01,1025 Jubilation Crt ,Cumberland ,Ontario,K4A 5K4,45.4541,-75.4799,7040.0,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,detached-indicator,False,367.81964175416925,,False,True,True,True
2260,22,4755196,Detached,Detached,Detached,1300.0,3,0,3,2,0,2.0,615000.0,2025-02-01,1917 Des Prairies Ave ,Cumberland ,Ontario,K1E 2R5,45.4607,-75.4929,3760.0,40.0,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,detached-indicator,False,473.0769230769231,1985.0,True,True,True,True
2261,22,4755196,"Row Unit, 2 Storey, 2 Storey ","Row Unit, 2 Storey",Semi-Detached,2094.0,3,0,3,0,0,0.0,626000.0,2025-02-01,149 MANDALAY Street ,Cumberland ,Ontario,K4A 1A6,45.4428,-75.4783,2371.53,2017.0,"Unfinished, Full ",,2 Storey ,Forced Air ,Central Air Conditioning ,False,,True,True,medium-large-imputation,False,298.9493791786055,8.0,True,True,True,True
2264,22,4755196,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,Townhouse,1789.0,3,0,3,0,0,0.0,598000.0,2025-02-05,169 LERTA Way ,Cumberland ,Ontario,K4A 0W5,45.4531,-75.4868,1960.0,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,334.26495248742316,,False,True,True,True
2265,22,4755196,Condo Apt,Condo Apt,Condominium,1300.0,0,0,0,3,0,3.0,388000.0,2025-02-05,24 LAKEPOINTE Dr ,Cumberland ,Ontario,K4A 3W6,45.4542,-75.4834,1888.8,23.0,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,condo-indicator,False,298.46153846153845,2002.0,True,True,True,False
2266,22,4755196,Detached,Detached,Detached,1758.0,3,0,3,3,0,3.0,530000.0,2025-02-06,476 Rougemount Cres ,Cumberland ,Ontario,K4A 2Z5,45.4624,-75.4881,4410.0,40.0,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,detached-indicator,False,301.47895335608644,1985.0,True,True,True,True
2268,22,4755196,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,Townhouse,2250.0,4,0,4,0,0,0.0,707500.0,2025-02-08,123 Yellowcress Way ,Cumberland ,Ontario,K4A 1C1,45.4484,-75.4851,2178.0,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,314.44444444444446,,False,True,True,True
2270,22,4755196,Freehold Townhouse,Freehold Townhouse,Townhouse,1656.0,3,0,3,3,0,3.0,610000.0,2025-02-09,1051 Capreol St ,Cumberland ,Ontario,K4A 4Z9,45.4553,-75.4671,2420.0,23.0,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,townhouse-indicator,False,368.35748792270533,2002.0,True,True,True,True
2272,22,4755196,"Row Unit, 2 Storey, 2 Storey ","Row Unit, 2 Storey",Semi-Detached,1983.0,3,0,3,0,0,0.0,624900.0,2025-02-10,57 GARDENPOST Terrace ,Cumberland ,Ontario,K4A 5H2,45.4412,-75.493,1932.29,2020.0,"Fully Finished, Full ",,2 Storey ,Forced Air ,Central Air Conditioning ,False,,True,True,medium-large-imputation,False,315.1285930408472,5.0,True,True,True,True
2275,22,4755196,"Detached, 2-Storey ",Detached,Detached,2600.0,4,0,4,0,0,0.0,805000.0,2025-02-13,322 FAIRLAKES Way ,Cumberland ,Ontario,K4A 0K8,45.4448,-75.4773,3870.0,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,309.61538461538464,,False,True,True,True
2276,22,4755196,Freehold Townhouse,Freehold Townhouse,Townhouse,1700.0,3,0,3,3,0,3.0,620000.0,2025-02-14,672 Petrichor Cres ,Cumberland ,Ontario,K4A 0T3,45.4531,-75.4889,1900.0,10.0,Part Fin ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,townhouse-indicator,False,364.70588235294116,2015.0,True,True,True,True
2277,22,4755196,Freehold Townhouse,Freehold Townhouse,Townhouse,1750.0,3,0,3,3,0,3.0,625000.0,2025-02-14,441 Rochefort Circ ,Cumberland ,Ontario,K4A 0M9,45.4504,-75.4855,2600.0,10.0,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,townhouse-indicator,False,357.14285714285717,2015.0,True,True,True,True
2280,22,4755196,Detached,Detached,Detached,2750.0,3,0,3,3,0,3.0,852500.0,2025-02-15,132 Bartonia Circ ,Cumberland ,Ontario,K4A 3W4,45.4417,-75.4882,3080.0,10.0,Unfinished ,,2-Storey ,Forced Air ,Central Air ,False,,False,False,detached-indicator,False,310.0,2015.0,True,True,True,True
2281,22,4755196,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,Townhouse,1300.0,2,0,2,0,0,0.0,495000.0,2025-02-19,522 THIMBLEBERRY Row ,Cumberland ,Ontario,K4A 3W4,45.449,-75.4854,1040.0,,None ,,3-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,380.7692307692308,,False,True,True,True
2282,22,4755196,Freehold Townhouse,Freehold Townhouse,Townhouse,1461.0,2,0,2,2,0,2.0,475000.0,2025-02-20,390 Willow Aster Circ ,Cumberland ,Ontario,K4A 1C7,45.4398,-75.493,924.0,10.0,None ,,3-Storey ,Forced Air ,Central Air ,False,,False,False,townhouse-indicator,False,325.119780971937,2015.0,True,True,True,True
2284,22,4755196,Detached,Detached,Detached,2826.0,4,0,4,4,0,4.0,850000.0,2025-02-21,580 SUNLIT Circ ,Cumberland ,Ontario,K4A 0V4,45.4507,-75.4612,3168.0,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,detached-indicator,False,300.77848549186126,,False,True,True,True
2288,22,4755196,"Row Unit, 3 Storey, 3 Storey ","Row Unit, 3 Storey",Detached,1554.0,2,0,2,0,0,0.0,500000.0,2025-02-25,580 CATLEAF Row ,Cumberland ,Ontario,K4A 5J4,45.4407,-75.4774,998.97,2021.0,"Unfinished, Full ",,3 Storey ,Forced Air ,Central Air Conditioning ,False,,True,True,gla-fallback,False,321.75032175032175,4.0,True,True,True,True
2290,22,4755196,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,Townhouse,1816.0,3,0,3,0,0,0.0,605000.0,2025-02-27,613 Petrichor Crescent ,Cumberland ,Ontario,K4A 0T3,45.453,-75.4903,1900.0,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,333.14977973568284,,False,True,True,True
2291,22,4755196,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,Townhouse,1750.0,3,0,3,0,0,0.0,700000.0,2025-02-28,61 Bergschrund Walk ,Orleans-Gloucester ,Ontario,K1W 0P7,45.438,-75.5049,2000.0,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,400.0,,False,True,True,True
2293,22,4755196,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,Townhouse,1300.0,2,0,2,0,0,0.0,510000.0,2025-03-03,333 Citrine Street ,Cumberland ,Ontario,K4A 0T7,45.4513,-75.4926,1372.0,,None ,,3-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,392.3076923076923,,False,True,True,True
2294,22,4755196,Detached,Detached,Detached,2403.0,4,0,4,4,0,4.0,895000.0,2025-03-04,29 MALACHIGAN Cres ,Cumberland ,Ontario,K4A 1G6,45.4424,-75.4898,3420.0,10.0,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,detached-indicator,False,372.45110278818146,2015.0,True,True,True,True
2296,22,4755196,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,Townhouse,1738.0,3,0,3,0,0,0.0,584500.0,2025-03-04,637 Monardia Way ,Cumberland ,Ontario,K4A 1C8,45.4391,-75.4917,1722.0,,"Unfinished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,336.3060989643268,,False,True,True,True
2298,22,4755196,"Detached, 2-Storey ",Detached,Detached,2030.0,4,0,4,0,0,0.0,709000.0,2025-03-04,538 Arum Terrace ,Cumberland ,Ontario,K4A 1E6,45.4402,-75.4876,2552.0,,Unfinished ,,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,349.2610837438424,,False,True,True,True
2300,22,4755196,"Condo Townhouse, 3-Storey ",Condo Townhouse,Condominium,1300.0,2,0,2,0,0,0.0,440000.0,2025-03-05,69 Crosby Private ,Cumberland ,Ontario,K4A 0B8,45.452,-75.48,1888.8,,None ,,3-Storey ,Forced Air ,Central Air ,False,,True,False,condo-indicator,False,338.46153846153845,,False,True,True,False
2301,22,4755196,Condo Apt,Condo Apt,Condominium,1300.0,0,0,0,3,0,3.0,398500.0,2025-03-05,792 Lakeridge Dr ,Cumberland ,Ontario,K4A 0V6,45.446,-75.4731,1888.8,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,condo-indicator,False,306.53846153846155,,False,True,True,False
2302,22,4755196,Freehold Townhouse,Freehold Townhouse,Townhouse,1704.0,3,0,3,3,0,3.0,610000.0,2025-03-05,553 Hyssop St ,Cumberland ,Ontario,K4A 3W4,45.4479,-75.4866,1860.0,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,townhouse-indicator,False,357.981220657277,,False,True,True,True
2306,22,4755196,Freehold Townhouse,Freehold Townhouse,Townhouse,1781.0,3,0,3,3,0,3.0,579900.0,2025-03-06,621 Trigoria Cres ,Cumberland ,Ontario,K4A 0T6,45.4503,-75.4946,1900.0,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,False,False,townhouse-indicator,False,325.60359348680515,,False,True,True,True
2307,22,4755196,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,Townhouse,1750.0,3,0,3,0,0,0.0,625000.0,2025-03-06,502 Prominence Way ,Cumberland ,Ontario,K4A 5L3,45.4584,-75.4821,1820.0,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,357.14285714285717,,False,True,True,True
2311,22,4755196,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,Townhouse,2250.0,4,0,4,0,0,0.0,710000.0,2025-03-08,301 Guppy Grove ,Cumberland ,Ontario,K4A 3W4,45.4424,-75.4925,0.0,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,315.55555555555554,,False,True,True,True
2312,22,4755196,"Detached, 2-Storey ",Detached,Detached,2953.0,5,0,5,0,0,0.0,1130000.0,2025-03-08,156 Aquarium Avenue ,Cumberland ,Ontario,K4A 1L1,45.4453,-75.4933,4983.5,,Partially Finished ,,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,382.66169996613615,,False,True,True,False
2314,22,4755196,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,Townhouse,1694.0,3,0,3,0,0,0.0,617900.0,2025-03-09,2546 Espirit Drive ,Cumberland ,Ontario,K4A 3W7,45.4443,-75.4656,1800.0,,Finished ,,2-Storey ,Heat Pump ,Central Air ,False,,True,False,townhouse-indicator,False,364.75796930342386,,False,True,True,True
2315,22,4755196,Detached,Detached,Detached,2000.0,3,0,3,3,0,3.0,735000.0,2025-03-10,447 Solstice Way ,Cumberland ,Ontario,K4A 0V8,45.4506,-75.4608,89.0,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,False,True,detached-indicator,False,367.5,,False,True,True,True
2316,22,4755196,Freehold Townhouse,Freehold Townhouse,Townhouse,1974.0,4,0,4,3,0,3.0,675000.0,2025-03-11,1022 Candlewood St ,Cumberland ,Ontario,K4A 5E7,45.4546,-75.4683,104.0,23.0,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,False,True,townhouse-indicator,False,341.9452887537994,2002.0,True,True,True,True
2318,22,4755196,"Condo Townhouse, 2-Storey ",Condo Townhouse,Condominium,1300.0,3,0,3,0,0,0.0,465000.0,2025-03-13,274 DES VISONS Place ,Cumberland ,Ontario,K1E 2Y7,45.4575,-75.4996,1888.8,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,condo-indicator,False,357.6923076923077,,False,True,True,False
2319,22,4755196,"Condo Apartment, 1 Storey/Apt ",Condo Apartment,Condominium,1100.0,2,0,2,0,0,0.0,422000.0,2025-03-14,Unit 3 - 135 Bluestone Private ,Cumberland ,Ontario,K4A 0M5,45.4532,-75.4852,1888.8,,None,,1 Storey/Apt ,Forced Air ,Central Air ,False,,True,False,condo-indicator,False,383.6363636363636,,False,False,True,False
2321,22,4755196,"Detached, 2-Storey ",Detached,Detached,2019.0,4,0,4,0,0,0.0,786418.0,2025-03-14,615 Calla Lily Terrace ,Cumberland ,Ontario,K4A 0V3,45.4507,-75.4593,2904.0,,Full ,,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,389.50866765725607,,False,True,True,True
2323,22,4755196,"Detached, 2-Storey ",Detached,Detached,1544.0,3,0,3,0,0,0.0,667800.0,2025-03-14,207 Park Grove Drive ,Cumberland ,Ontario,K1E 2S9,45.4581,-75.4979,3102.0,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,432.51295336787564,,False,True,True,True
2324,22,4755196,"Detached, 2-Storey ",Detached,Detached,1900.0,3,0,3,0,0,0.0,745000.0,2025-03-15,703 Vistapark Drive ,Cumberland ,Ontario,K4A 0A2,45.4503,-75.4739,3268.0,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,392.10526315789474,,False,True,True,True
2325,22,4755196,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,Townhouse,1936.0,3,0,3,0,0,0.0,600000.0,2025-03-16,124 Aquarium Avenue ,Cumberland ,Ontario,K4A 1L3,45.4436,-75.4927,1960.0,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,309.91735537190084,,False,True,True,True
2328,22,4755196,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,Townhouse,1300.0,2,0,2,0,0,0.0,540000.0,2025-03-21,624 Petrichor Crescent ,Cumberland ,Ontario,K4A 0T3,45.453,-75.491,1300.0,,Finished ,,3-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,415.38461538461536,,False,True,True,True
2330,22,4755196,"Condo Apartment, 2-Storey ",Condo Apartment,Condominium,1100.0,2,0,2,0,0,0.0,390000.0,2025-03-24,Unit B - 882 Decoeur Drive ,Cumberland ,Ontario,K4A 3W4,45.4473,-75.4822,1888.8,,None,,2-Storey ,Forced Air ,Central Air ,False,,True,False,condo-indicator,False,354.54545454545456,,False,False,True,False
2332,22,4755196,"Detached, 2-Storey ",Detached,Detached,3250.0,4,0,4,0,0,0.0,1345000.0,2025-03-24,140 Bartonia Circle ,Cumberland ,Ontario,K4A 1E4,45.4417,-75.4876,4958.0,,Unfinished ,,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,413.84615384615387,,False,True,True,True
2333,22,4755196,"Condo Townhouse, 2-Storey ",Condo Townhouse,Condominium,1300.0,2,0,2,0,0,0.0,389000.0,2025-03-26,501 Aquaview Drive ,Cumberland ,Ontario,K4A 4T9,45.4574,-75.4811,1888.8,,None ,,2-Storey ,Forced Air ,Central Air ,False,,True,False,condo-indicator,False,299.2307692307692,,False,True,True,False
2334,22,4755196,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,Townhouse,1300.0,2,0,2,0,0,0.0,500000.0,2025-03-28,319 Sweetfern Crescent ,Cumberland ,Ontario,K4A 1A5,45.4436,-75.4787,924.0,,None ,,3-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,384.61538461538464,,False,True,True,True
2336,22,4755196,"Detached, 2-Storey ",Detached,Detached,3250.0,4,0,4,0,0,0.0,1085000.0,2025-03-31,415 Hepatica Way ,Cumberland ,Ontario,K4A 1G3,45.4434,-75.4869,3948.0,,"Full, Unfinished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,333.84615384615387,,False,True,True,True
2337,22,4755196,"Detached, 2-Storey ",Detached,Detached,1750.0,4,0,4,0,0,0.0,705000.0,2025-04-01,504 Lakeridge Drive ,Cumberland ,Ontario,K4A 5G2,45.4517,-75.4769,4983.5,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,402.85714285714283,,False,True,True,False
2338,22,4755196,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,Townhouse,1750.0,3,0,3,0,0,0.0,670000.0,2025-04-01,152 Eclipse Crescent ,Cumberland ,Ontario,K4A 0R5,45.4519,-75.463,2014.0,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,382.85714285714283,,False,True,True,False
2340,22,4755196,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,Townhouse,1750.0,3,0,3,0,0,0.0,683000.0,2025-04-02,651 Prominence Way ,Cumberland ,Ontario,K4A 5K6,45.455,-75.4834,2014.0,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,390.2857142857143,,False,True,True,False
2341,22,4755196,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,Townhouse,1750.0,3,0,3,0,0,0.0,630000.0,2025-04-02,715 Sebastian Street ,Cumberland ,Ontario,K4A 5L1,45.4571,-75.4828,2200.0,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,360.0,,False,True,True,True
2342,22,4755196,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,Townhouse,1750.0,3,0,3,0,0,0.0,575000.0,2025-04-02,2078 Liska Street N ,Cumberland ,Ontario,K4A 4J5,45.4599,-75.4811,1960.0,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,328.57142857142856,,False,True,True,True
2344,22,4755196,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,Townhouse,1750.0,2,0,2,0,0,0.0,585000.0,2025-04-03,311 Chaperal Private ,Cumberland ,Ontario,K4A 3T9,45.4472,-75.4952,874.0,,"Full, Partially Finished ",,3-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,334.2857142857143,,False,True,True,True
2345,22,4755196,"Detached, 2-Storey ",Detached,Detached,2264.0,4,0,4,0,0,0.0,888000.0,2025-04-03,529 Turtle Island Crescent ,Cumberland ,Ontario,K4A 0S4,45.4451,-75.4682,4983.5,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,392.226148409894,,False,True,True,False
2350,22,4755196,"Detached, 2-Storey ",Detached,Detached,1750.0,3,0,3,0,0,0.0,710000.0,2025-04-08,270 Du Grand Bois Avenue ,Cumberland ,Ontario,K1E 2S6,45.4604,-75.4968,3360.0,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,405.7142857142857,,False,True,True,True
2351,22,4755196,"Condo Townhouse, Stacked Townhouse ",Condo Townhouse,Condominium,650.0,2,0,2,0,0,0.0,400007.0,2025-04-08,Unit A - 711 Amberwing ,Cumberland ,Ontario,K4A 5H5,45.4414,-75.4956,1888.8,,"Finished, Full ",,Stacked Townhouse ,Forced Air ,Central Air ,False,,True,False,condo-indicator,False,615.3953846153846,,False,True,True,False
2352,22,4755196,"Condo Townhouse, 2-Storey ",Condo Townhouse,Condominium,1300.0,2,0,2,0,0,0.0,410000.0,2025-04-08,574 Lakeridge Drive ,Cumberland ,Ontario,K4A 0H5,45.4499,-75.4753,1888.8,,None ,,2-Storey ,Forced Air ,Central Air ,False,,True,False,condo-indicator,False,315.38461538461536,,False,True,True,False
2353,22,4755196,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,Townhouse,1750.0,3,0,3,0,0,0.0,611688.0,2025-04-10,163 Gerry Lalonde Drive ,Cumberland ,Ontario,K4A 5M7,45.4539,-75.4858,2014.0,,Unfinished ,,3-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,349.536,,False,True,True,False
2354,22,4755196,"Detached, 2-Storey ",Detached,Detached,2250.0,5,0,5,0,0,0.0,922000.0,2025-04-11,629 Capuchon Way ,Cumberland ,Ontario,K4A 0A6,45.4521,-75.4685,4983.5,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,409.77777777777777,,False,True,True,False
2355,22,4755196,"Detached, 2-Storey ",Detached,Detached,2250.0,3,0,3,0,0,0.0,791888.0,2025-04-11,637 Chardonnay Drive ,Cumberland ,Ontario,K4A 4K7,45.4615,-75.472,4983.5,,"Full, Unfinished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,351.95022222222224,,False,True,True,False
2356,22,4755196,"Freehold Townhouse, 3-Storey ",Freehold Townhouse,Townhouse,1300.0,2,0,2,0,0,0.0,519500.0,2025-04-11,352 Mountain Sorrel Way ,Cumberland ,Ontario,K4A 1H7,45.4484,-75.4872,2014.0,,None ,,3-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,399.61538461538464,,False,True,True,False
2357,22,4755196,"Detached, 2-Storey ",Detached,Detached,2250.0,4,0,4,0,0,0.0,945000.0,2025-04-12,120 Sweetvalley Drive ,Cumberland ,Ontario,K4A 1A4,45.4448,-75.4804,4983.5,,"Full, Finished ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,detached-indicator,False,420.0,,False,True,True,False
2358,22,4755196,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,Townhouse,1300.0,3,0,3,0,0,0.0,618000.0,2025-04-15,122 Livorno Court ,Cumberland ,Ontario,K4A 1J1,45.4497,-75.4958,2014.0,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,475.38461538461536,,False,True,True,False
2359,22,4755196,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,Townhouse,2250.0,3,0,3,0,0,0.0,669900.0,2025-04-16,675 DECOEUR Drive ,Cumberland ,Ontario,K4A 1H2,45.4452,-75.4888,2014.0,,Finished ,,2-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,297.73333333333335,,False,True,True,False
2364,22,4755196,"Freehold Townhouse, 2-Storey ",Freehold Townhouse,Townhouse,1300.0,3,0,3,0,0,0.0,575000.0,2025-04-17,249 Silvermoon Crescent ,Cumberland ,Ontario,K4A 0P8,45.4486,-75.4697,2014.0,,"Finished, Full ",,2-Storey ,Forced Air ,Central Air ,False,,True,False,townhouse-indicator,False,442.3076923076923,,False,True,True,False
